escalation_id,alert_id,analyst_id,required,escalated_at,escalation_target,incident_id,status
ESC-0466,ALT-001827,ANL-014,Discretionary,2026-09-06 05:17:00,Lead Analyst,INC-2026467,Escalated
ESC-0467,ALT-001828,ANL-022,Discretionary,2026-08-17 14:10:00,Lead Analyst,INC-2026468,Escalated
ESC-0468,ALT-001831,ANL-011,Discretionary,2026-07-22 07:51:00,Lead Analyst,INC-2026469,Escalated
ESC-0469,ALT-001836,ANL-009,Discretionary,2026-09-08 11:21:00,Lead Analyst,INC-2026470,Escalated
ESC-0470,ALT-001839,ANL-019,Discretionary,2026-06-17 12:10:00,Lead Analyst,INC-2026471,Escalated
ESC-0471,ALT-001844,ANL-020,Yes,2026-07-02 22:49:00,Tier-2 CSIRT,INC-2026472,Escalated
ESC-0472,ALT-001845,ANL-001,Yes,2026-08-23 21:10:00,Tier-2 CSIRT,INC-2026473,Escalated
ESC-0473,ALT-001846,ANL-015,Yes,2026-09-04 21:59:00,Tier-2 CSIRT,INC-2026474,Escalated
ESC-0474,ALT-001856,ANL-010,Discretionary,2026-06-20 06:25:00,Lead Analyst,INC-2026475,Escalated
ESC-0475,ALT-001862,ANL-020,Discretionary,2026-08-14 18:37:00,Lead Analyst,INC-2026476,Escalated
ESC-0476,ALT-001876,ANL-013,Yes,2026-06-13 20:03:00,Tier-2 CSIRT,INC-2026477,Escalated
ESC-0477,ALT-001889,ANL-018,Discretionary,2026-07-14 13:29:00,Lead Analyst,INC-2026478,Escalated
ESC-0478,ALT-001892,ANL-008,Yes,2026-06-23 03:01:00,Tier-2 CSIRT,INC-2026479,Escalated
ESC-0479,ALT-001899,ANL-017,Discretionary,2026-07-21 05:53:00,Lead Analyst,INC-2026480,Escalated
ESC-0480,ALT-001902,ANL-005,Yes,2026-08-06 10:10:00,Tier-2 CSIRT,INC-2026481,Escalated
ESC-0481,ALT-001907,ANL-010,Yes,2026-07-22 09:31:00,Tier-2 CSIRT,INC-2026482,Escalated
ESC-0482,ALT-001908,ANL-020,Yes,2026-08-22 18:55:00,Tier-2 CSIRT,INC-2026483,Escalated
ESC-0483,ALT-001913,ANL-002,Discretionary,2026-09-07 13:20:00,Lead Analyst,INC-2026484,Escalated
ESC-0484,ALT-001917,ANL-022,Yes,2026-07-29 08:30:00,Tier-2 CSIRT,INC-2026485,Escalated
ESC-0485,ALT-001918,ANL-015,Discretionary,2026-06-17 23:46:00,Lead Analyst,INC-2026486,Escalated
ESC-0486,ALT-001920,ANL-015,Yes,2026-08-20 22:51:00,Tier-2 CSIRT,INC-2026487,Escalated
ESC-0487,ALT-001933,ANL-005,Discretionary,2026-07-02 12:30:00,Lead Analyst,INC-2026488,Escalated
ESC-0488,ALT-001940,ANL-003,Discretionary,2026-07-07 09:10:00,Lead Analyst,INC-2026489,Escalated
ESC-0489,ALT-001952,ANL-013,Discretionary,2026-07-30 12:12:00,Lead Analyst,INC-2026490,Escalated
ESC-0490,ALT-001954,ANL-001,Yes,2026-07-09 10:25:00,Tier-2 CSIRT,INC-2026491,Escalated
ESC-0491,ALT-001956,ANL-014,Discretionary,2026-08-09 05:07:00,Lead Analyst,INC-2026492,Escalated
ESC-0492,ALT-001958,ANL-011,Discretionary,2026-08-27 20:09:00,Lead Analyst,INC-2026493,Escalated
ESC-0493,ALT-001960,ANL-006,Discretionary,2026-06-17 06:38:00,Lead Analyst,INC-2026494,Escalated
ESC-0494,ALT-001961,ANL-010,Discretionary,2026-08-24 18:19:00,Lead Analyst,INC-2026495,Escalated
ESC-0495,ALT-001964,ANL-014,Discretionary,2026-09-04 19:28:00,Lead Analyst,INC-2026496,Escalated
ESC-0496,ALT-001965,ANL-017,Discretionary,2026-08-20 15:10:00,Lead Analyst,INC-2026497,Escalated
ESC-0497,ALT-001976,ANL-019,Discretionary,2026-08-09 02:13:00,Lead Analyst,INC-2026498,Escalated
ESC-0498,ALT-001979,ANL-008,Yes,2026-07-20 01:24:00,Tier-2 CSIRT,INC-2026499,Escalated
ESC-0499,ALT-001981,ANL-011,Discretionary,2026-08-13 00:25:00,Lead Analyst,INC-2026500,Escalated
ESC-0500,ALT-001993,ANL-022,Yes,2026-07-28 14:46:00,Tier-2 CSIRT,INC-2026501,Escalated
ESC-0501,ALT-001997,ANL-012,Discretionary,2026-09-09 13:44:00,Lead Analyst,INC-2026502,Escalated
ESC-0502,ALT-002002,ANL-007,Yes,2026-08-21 00:40:00,Tier-2 CSIRT,INC-2026503,Escalated
ESC-0503,ALT-002007,ANL-009,Discretionary,2026-06-14 18:56:00,Lead Analyst,INC-2026504,Escalated
ESC-0504,ALT-002011,ANL-006,Discretionary,2026-08-23 23:17:00,Lead Analyst,INC-2026505,Escalated
ESC-0505,ALT-002017,ANL-021,Discretionary,2026-08-05 08:26:00,Lead Analyst,INC-2026506,Escalated
ESC-0506,ALT-002018,ANL-020,Discretionary,2026-08-04 21:48:00,Lead Analyst,INC-2026507,Escalated
ESC-0507,ALT-002020,ANL-017,Discretionary,2026-07-18 04:43:00,Lead Analyst,INC-2026508,Escalated
ESC-0508,ALT-002026,ANL-015,Discretionary,2026-07-20 18:26:00,Lead Analyst,INC-2026509,Escalated
ESC-0509,ALT-002027,ANL-008,Yes,2026-07-04 01:10:00,Tier-2 CSIRT,INC-2026510,Escalated
ESC-0510,ALT-002028,ANL-021,Yes,2026-06-25 08:36:00,Tier-2 CSIRT,INC-2026511,Escalated
ESC-0511,ALT-002035,ANL-018,Yes,2026-07-17 22:18:00,Tier-2 CSIRT,INC-2026512,Escalated
ESC-0512,ALT-002036,ANL-019,Discretionary,2026-06-24 02:57:00,Lead Analyst,INC-2026513,Escalated
ESC-0513,ALT-002043,ANL-001,Discretionary,2026-06-17 06:18:00,Lead Analyst,INC-2026514,Escalated
ESC-0514,ALT-002047,ANL-009,Discretionary,2026-06-24 15:49:00,Lead Analyst,INC-2026515,Escalated
ESC-0515,ALT-002051,ANL-016,Discretionary,2026-07-28 15:16:00,Lead Analyst,INC-2026516,Escalated
ESC-0516,ALT-002052,ANL-022,Discretionary,2026-08-12 23:48:00,Lead Analyst,INC-2026517,Escalated
ESC-0517,ALT-002053,ANL-001,Yes,2026-08-05 09:28:00,Tier-2 CSIRT,INC-2026518,Escalated
ESC-0518,ALT-002054,ANL-008,Yes,2026-08-15 03:52:00,Tier-2 CSIRT,INC-2026519,Escalated
ESC-0519,ALT-002056,ANL-005,Yes,2026-08-28 21:20:00,Tier-2 CSIRT,INC-2026520,Escalated
ESC-0520,ALT-002057,ANL-017,Yes,2026-06-14 10:42:00,Tier-2 CSIRT,INC-2026521,Escalated
ESC-0521,ALT-002058,ANL-004,Discretionary,2026-07-31 17:06:00,Lead Analyst,INC-2026522,Escalated
ESC-0522,ALT-002060,ANL-010,Yes,2026-06-20 06:19:00,Tier-2 CSIRT,INC-2026523,Escalated
ESC-0523,ALT-002061,ANL-022,Discretionary,2026-07-18 23:26:00,Lead Analyst,INC-2026524,Escalated
ESC-0524,ALT-002062,ANL-009,Discretionary,2026-06-13 04:20:00,Lead Analyst,INC-2026525,Escalated
ESC-0525,ALT-002063,ANL-006,Discretionary,2026-08-31 21:19:00,Lead Analyst,INC-2026526,Escalated
ESC-0526,ALT-002067,ANL-016,Discretionary,2026-07-08 15:36:00,Lead Analyst,INC-2026527,Escalated
ESC-0527,ALT-002068,ANL-018,Discretionary,2026-07-20 15:53:00,Lead Analyst,INC-2026528,Escalated
ESC-0528,ALT-002075,ANL-015,Discretionary,2026-08-16 17:52:00,Lead Analyst,INC-2026529,Escalated
ESC-0529,ALT-002080,ANL-002,Yes,2026-06-26 13:21:00,Tier-2 CSIRT,INC-2026530,Escalated
ESC-0530,ALT-002081,ANL-017,Discretionary,2026-06-19 02:38:00,Lead Analyst,INC-2026531,Escalated
ESC-0531,ALT-002088,ANL-011,Discretionary,2026-07-02 15:31:00,Lead Analyst,INC-2026532,Escalated
ESC-0532,ALT-002094,ANL-004,Yes,2026-07-13 01:29:00,Tier-2 CSIRT,INC-2026533,Escalated
ESC-0533,ALT-002095,ANL-017,Discretionary,2026-07-05 11:45:00,Lead Analyst,INC-2026534,Escalated
ESC-0534,ALT-002097,ANL-015,Yes,2026-08-02 01:16:00,Tier-2 CSIRT,INC-2026535,Escalated
ESC-0535,ALT-002101,ANL-017,Discretionary,2026-08-07 13:24:00,Lead Analyst,INC-2026536,Escalated
ESC-0536,ALT-002108,ANL-003,Yes,2026-08-27 03:55:00,Tier-2 CSIRT,INC-2026537,Escalated
ESC-0537,ALT-002113,ANL-021,Discretionary,2026-08-01 00:38:00,Lead Analyst,INC-2026538,Escalated
ESC-0538,ALT-002117,ANL-006,Yes,2026-07-09 02:58:00,Tier-2 CSIRT,INC-2026539,Escalated
ESC-0539,ALT-002119,ANL-022,Yes,2026-08-09 15:57:00,Tier-2 CSIRT,INC-2026540,Escalated
ESC-0540,ALT-002120,ANL-007,Yes,2026-07-06 16:33:00,Tier-2 CSIRT,INC-2026541,Escalated
ESC-0541,ALT-002122,ANL-022,Discretionary,2026-08-01 20:15:00,Lead Analyst,INC-2026542,Escalated
ESC-0542,ALT-002123,ANL-021,Yes,2026-06-23 18:32:00,Tier-2 CSIRT,INC-2026543,Escalated
ESC-0543,ALT-002127,ANL-011,Yes,2026-08-04 12:28:00,Tier-2 CSIRT,INC-2026544,Escalated
ESC-0544,ALT-002135,ANL-021,Discretionary,2026-07-31 11:51:00,Lead Analyst,INC-2026545,Escalated
ESC-0545,ALT-002136,ANL-016,Discretionary,2026-08-23 08:04:00,Lead Analyst,INC-2026546,Escalated
ESC-0546,ALT-002139,ANL-005,Yes,2026-06-21 04:51:00,Tier-2 CSIRT,INC-2026547,Escalated
ESC-0547,ALT-002147,ANL-016,Yes,2026-06-12 11:30:00,Tier-2 CSIRT,INC-2026548,Escalated
ESC-0548,ALT-002148,ANL-003,Yes,2026-07-25 22:02:00,Tier-2 CSIRT,INC-2026549,Escalated
ESC-0549,ALT-002149,ANL-017,Discretionary,2026-09-08 05:55:00,Lead Analyst,INC-2026550,Escalated
ESC-0550,ALT-002155,ANL-012,Discretionary,2026-08-15 07:34:00,Lead Analyst,INC-2026551,Escalated
ESC-0551,ALT-002162,ANL-017,Discretionary,2026-08-01 06:22:00,Lead Analyst,INC-2026552,Escalated
ESC-0552,ALT-002166,ANL-020,Yes,2026-07-04 01:14:00,Tier-2 CSIRT,INC-2026553,Escalated
ESC-0553,ALT-002168,ANL-007,Yes,2026-06-17 14:00:00,Tier-2 CSIRT,INC-2026554,Escalated
ESC-0554,ALT-002170,ANL-017,Yes,2026-08-31 22:09:00,Tier-2 CSIRT,INC-2026555,Escalated
ESC-0555,ALT-002172,ANL-001,Yes,2026-07-31 20:36:00,Tier-2 CSIRT,INC-2026556,Escalated
ESC-0556,ALT-002175,ANL-002,Yes,2026-08-27 01:08:00,Tier-2 CSIRT,INC-2026557,Escalated
ESC-0557,ALT-002188,ANL-018,Discretionary,2026-06-12 10:49:00,Lead Analyst,INC-2026558,Escalated
ESC-0558,ALT-002194,ANL-005,Discretionary,2026-06-15 05:04:00,Lead Analyst,INC-2026559,Escalated
ESC-0559,ALT-002196,ANL-006,Discretionary,2026-09-05 10:06:00,Lead Analyst,INC-2026560,Escalated
ESC-0560,ALT-002204,ANL-001,Discretionary,2026-06-17 18:59:00,Lead Analyst,INC-2026561,Escalated
ESC-0561,ALT-002207,ANL-010,Yes,2026-07-01 02:35:00,Tier-2 CSIRT,INC-2026562,Escalated
ESC-0562,ALT-002209,ANL-004,Yes,2026-08-07 18:46:00,Tier-2 CSIRT,INC-2026563,Escalated
ESC-0563,ALT-002214,ANL-014,Yes,2026-07-06 08:27:00,Tier-2 CSIRT,INC-2026564,Escalated
ESC-0564,ALT-002220,ANL-009,Discretionary,2026-07-07 01:01:00,Lead Analyst,INC-2026565,Escalated
ESC-0565,ALT-002222,ANL-014,Yes,2026-09-02 21:57:00,Tier-2 CSIRT,INC-2026566,Escalated
ESC-0566,ALT-002223,ANL-002,Yes,2026-07-09 23:02:00,Tier-2 CSIRT,INC-2026567,Escalated
ESC-0567,ALT-002224,ANL-016,Discretionary,2026-06-25 06:05:00,Lead Analyst,INC-2026568,Escalated
ESC-0568,ALT-002226,ANL-002,Discretionary,2026-06-18 05:21:00,Lead Analyst,INC-2026569,Escalated
ESC-0569,ALT-002229,ANL-008,Discretionary,2026-07-04 21:48:00,Lead Analyst,INC-2026570,Escalated
ESC-0570,ALT-002230,ANL-007,Discretionary,2026-08-13 02:06:00,Lead Analyst,INC-2026571,Escalated
ESC-0571,ALT-002234,ANL-020,Yes,2026-06-26 04:20:00,Tier-2 CSIRT,INC-2026572,Escalated
ESC-0572,ALT-002246,ANL-020,Discretionary,2026-06-25 19:18:00,Lead Analyst,INC-2026573,Escalated
ESC-0573,ALT-002249,ANL-020,Discretionary,2026-09-09 05:12:00,Lead Analyst,INC-2026574,Escalated
ESC-0574,ALT-002250,ANL-018,Discretionary,2026-08-08 15:33:00,Lead Analyst,INC-2026575,Escalated
ESC-0575,ALT-002258,ANL-006,Discretionary,2026-08-23 05:16:00,Lead Analyst,INC-2026576,Escalated
ESC-0576,ALT-002260,ANL-020,Discretionary,2026-06-21 08:05:00,Lead Analyst,INC-2026577,Escalated
ESC-0577,ALT-002261,ANL-021,Yes,2026-07-12 08:58:00,Tier-2 CSIRT,INC-2026578,Escalated
ESC-0578,ALT-002264,ANL-021,Discretionary,2026-08-25 09:40:00,Lead Analyst,INC-2026579,Escalated
ESC-0579,ALT-002268,ANL-005,Discretionary,2026-06-23 11:16:00,Lead Analyst,INC-2026580,Escalated
ESC-0580,ALT-002269,ANL-006,Discretionary,2026-08-05 15:44:00,Lead Analyst,INC-2026581,Escalated
ESC-0581,ALT-002272,ANL-022,Discretionary,2026-09-07 19:18:00,Lead Analyst,INC-2026582,Escalated
ESC-0582,ALT-002273,ANL-006,Yes,2026-07-25 19:22:00,Tier-2 CSIRT,INC-2026583,Escalated
ESC-0583,ALT-002276,ANL-011,Yes,2026-09-09 14:41:00,Tier-2 CSIRT,INC-2026584,Escalated
ESC-0584,ALT-002279,ANL-003,Yes,2026-08-25 06:54:00,Tier-2 CSIRT,INC-2026585,Escalated
ESC-0585,ALT-002284,ANL-005,Discretionary,2026-07-11 00:30:00,Lead Analyst,INC-2026586,Escalated
ESC-0586,ALT-002286,ANL-003,Discretionary,2026-08-17 02:20:00,Lead Analyst,INC-2026587,Escalated
ESC-0587,ALT-002288,ANL-007,Discretionary,2026-09-03 21:57:00,Lead Analyst,INC-2026588,Escalated
ESC-0588,ALT-002292,ANL-020,Discretionary,2026-08-27 05:03:00,Lead Analyst,INC-2026589,Escalated
ESC-0589,ALT-002300,ANL-022,Yes,2026-06-25 18:28:00,Tier-2 CSIRT,INC-2026590,Escalated
ESC-0590,ALT-002307,ANL-016,Yes,2026-07-19 06:16:00,Tier-2 CSIRT,INC-2026591,Escalated
ESC-0591,ALT-002313,ANL-015,Discretionary,2026-08-15 08:46:00,Lead Analyst,INC-2026592,Escalated
ESC-0592,ALT-002321,ANL-004,Yes,2026-08-09 13:20:00,Tier-2 CSIRT,INC-2026593,Escalated
ESC-0593,ALT-002326,ANL-004,Discretionary,2026-09-04 13:10:00,Lead Analyst,INC-2026594,Escalated
ESC-0594,ALT-002333,ANL-015,Discretionary,2026-06-13 22:16:00,Lead Analyst,INC-2026595,Escalated
ESC-0595,ALT-002335,ANL-014,Discretionary,2026-07-04 05:09:00,Lead Analyst,INC-2026596,Escalated
ESC-0596,ALT-002341,ANL-022,Discretionary,2026-08-12 08:00:00,Lead Analyst,INC-2026597,Escalated
ESC-0597,ALT-002342,ANL-022,Yes,2026-06-27 05:00:00,Tier-2 CSIRT,INC-2026598,Escalated
ESC-0598,ALT-002343,ANL-003,Discretionary,2026-07-26 05:47:00,Lead Analyst,INC-2026599,Escalated
ESC-0599,ALT-002346,ANL-021,Yes,2026-08-21 08:43:00,Tier-2 CSIRT,INC-2026600,Escalated
ESC-0600,ALT-002353,ANL-011,Discretionary,2026-07-19 11:05:00,Lead Analyst,INC-2026601,Escalated
ESC-0601,ALT-002355,ANL-004,Discretionary,2026-09-02 19:51:00,Lead Analyst,INC-2026602,Escalated
ESC-0602,ALT-002367,ANL-021,Yes,2026-06-15 10:51:00,Tier-2 CSIRT,INC-2026603,Escalated
ESC-0603,ALT-002368,ANL-007,Discretionary,2026-08-10 23:00:00,Lead Analyst,INC-2026604,Escalated
ESC-0604,ALT-002369,ANL-004,Discretionary,2026-06-25 14:38:00,Lead Analyst,INC-2026605,Escalated
ESC-0605,ALT-002375,ANL-015,Yes,2026-07-15 11:01:00,Tier-2 CSIRT,INC-2026606,Escalated
ESC-0606,ALT-002382,ANL-011,Yes,2026-07-31 06:20:00,Tier-2 CSIRT,INC-2026607,Escalated
ESC-0607,ALT-002389,ANL-010,Discretionary,2026-07-20 06:25:00,Lead Analyst,INC-2026608,Escalated
ESC-0608,ALT-002391,ANL-004,Yes,2026-09-03 09:14:00,Tier-2 CSIRT,INC-2026609,Escalated
ESC-0609,ALT-002395,ANL-008,Yes,2026-07-29 11:49:00,Tier-2 CSIRT,INC-2026610,Escalated
ESC-0610,ALT-002397,ANL-018,Yes,2026-06-26 05:27:00,Tier-2 CSIRT,INC-2026611,Escalated
ESC-0611,ALT-002401,ANL-021,Yes,2026-06-13 03:53:00,Tier-2 CSIRT,INC-2026612,Escalated
ESC-0612,ALT-002404,ANL-010,Discretionary,2026-08-02 21:59:00,Lead Analyst,INC-2026613,Escalated
ESC-0613,ALT-002407,ANL-012,Discretionary,2026-09-01 00:45:00,Lead Analyst,INC-2026614,Escalated
ESC-0614,ALT-002408,ANL-012,Yes,2026-07-17 00:51:00,Tier-2 CSIRT,INC-2026615,Escalated
ESC-0615,ALT-002411,ANL-015,Discretionary,2026-08-20 16:19:00,Lead Analyst,INC-2026616,Escalated
ESC-0616,ALT-002413,ANL-019,Yes,2026-07-30 02:46:00,Tier-2 CSIRT,INC-2026617,Escalated
ESC-0617,ALT-002416,ANL-005,Yes,2026-09-09 04:03:00,Tier-2 CSIRT,INC-2026618,Escalated
ESC-0618,ALT-002422,ANL-006,Discretionary,2026-07-25 07:02:00,Lead Analyst,INC-2026619,Escalated
ESC-0619,ALT-002431,ANL-015,Discretionary,2026-08-11 13:23:00,Lead Analyst,INC-2026620,Escalated
ESC-0620,ALT-002435,ANL-015,Yes,2026-07-22 22:14:00,Tier-2 CSIRT,INC-2026621,Escalated
ESC-0621,ALT-002439,ANL-021,Discretionary,2026-08-01 23:22:00,Lead Analyst,INC-2026622,Escalated
ESC-0622,ALT-002443,ANL-020,Yes,2026-06-14 13:16:00,Tier-2 CSIRT,INC-2026623,Escalated
ESC-0623,ALT-002447,ANL-019,Yes,2026-08-20 01:31:00,Tier-2 CSIRT,INC-2026624,Escalated
ESC-0624,ALT-002454,ANL-021,Discretionary,2026-07-12 20:32:00,Lead Analyst,INC-2026625,Escalated
ESC-0625,ALT-002455,ANL-016,Discretionary,2026-06-20 13:27:00,Lead Analyst,INC-2026626,Escalated
ESC-0626,ALT-002462,ANL-014,Yes,2026-08-21 05:23:00,Tier-2 CSIRT,INC-2026627,Escalated
ESC-0627,ALT-002465,ANL-004,Yes,2026-06-30 23:32:00,Tier-2 CSIRT,INC-2026628,Escalated
ESC-0628,ALT-002466,ANL-004,Discretionary,2026-07-17 16:16:00,Lead Analyst,INC-2026629,Escalated
ESC-0629,ALT-002474,ANL-016,Discretionary,2026-08-22 15:40:00,Lead Analyst,INC-2026630,Escalated
ESC-0630,ALT-002479,ANL-002,Discretionary,2026-06-22 04:53:00,Lead Analyst,INC-2026631,Escalated
ESC-0631,ALT-002480,ANL-007,Discretionary,2026-09-01 23:26:00,Lead Analyst,INC-2026632,Escalated
ESC-0632,ALT-002485,ANL-008,Yes,2026-08-20 07:20:00,Tier-2 CSIRT,INC-2026633,Escalated
ESC-0633,ALT-002487,ANL-007,Yes,2026-08-20 00:56:00,Tier-2 CSIRT,INC-2026634,Escalated
ESC-0634,ALT-002488,ANL-013,Discretionary,2026-08-16 12:16:00,Lead Analyst,INC-2026635,Escalated
ESC-0635,ALT-002495,ANL-004,Yes,2026-07-19 22:42:00,Tier-2 CSIRT,INC-2026636,Escalated
ESC-0636,ALT-002497,ANL-017,Yes,2026-08-17 06:37:00,Tier-2 CSIRT,INC-2026637,Escalated
ESC-0637,ALT-002501,ANL-014,Yes,2026-08-02 14:30:00,Tier-2 CSIRT,INC-2026638,Escalated
ESC-0638,ALT-002505,ANL-008,Discretionary,2026-07-28 16:44:00,Lead Analyst,INC-2026639,Escalated
ESC-0639,ALT-002508,ANL-006,Yes,2026-08-23 14:11:00,Tier-2 CSIRT,INC-2026640,Escalated
ESC-0640,ALT-002509,ANL-019,Discretionary,2026-07-21 03:45:00,Lead Analyst,INC-2026641,Escalated
ESC-0641,ALT-002522,ANL-017,Discretionary,2026-07-15 04:49:00,Lead Analyst,INC-2026642,Escalated
ESC-0642,ALT-002529,ANL-019,Discretionary,2026-07-23 22:42:00,Lead Analyst,INC-2026643,Escalated
ESC-0643,ALT-002533,ANL-022,Yes,2026-09-05 15:07:00,Tier-2 CSIRT,INC-2026644,Escalated
ESC-0644,ALT-002536,ANL-010,Yes,2026-08-18 20:01:00,Tier-2 CSIRT,INC-2026645,Escalated
ESC-0645,ALT-002541,ANL-015,Discretionary,2026-07-10 16:54:00,Lead Analyst,INC-2026646,Escalated
ESC-0646,ALT-002545,ANL-002,Discretionary,2026-07-26 01:12:00,Lead Analyst,INC-2026647,Escalated
ESC-0647,ALT-002550,ANL-009,Discretionary,2026-08-03 11:16:00,Lead Analyst,INC-2026648,Escalated
ESC-0648,ALT-002565,ANL-017,Yes,2026-07-10 23:31:00,Tier-2 CSIRT,INC-2026649,Escalated
ESC-0649,ALT-002570,ANL-001,Discretionary,2026-08-18 22:09:00,Lead Analyst,INC-2026650,Escalated
ESC-0650,ALT-002571,ANL-019,Yes,2026-08-04 04:35:00,Tier-2 CSIRT,INC-2026651,Escalated
ESC-0651,ALT-002572,ANL-011,Yes,2026-08-11 21:03:00,Tier-2 CSIRT,INC-2026652,Escalated
ESC-0652,ALT-002573,ANL-016,Discretionary,2026-09-06 18:24:00,Lead Analyst,INC-2026653,Escalated
ESC-0653,ALT-002576,ANL-010,Discretionary,2026-08-17 12:51:00,Lead Analyst,INC-2026654,Escalated
ESC-0654,ALT-002578,ANL-005,Discretionary,2026-08-28 05:35:00,Lead Analyst,INC-2026655,Escalated
ESC-0655,ALT-002583,ANL-016,Discretionary,2026-07-03 20:58:00,Lead Analyst,INC-2026656,Escalated
ESC-0656,ALT-002587,ANL-014,Yes,2026-08-08 22:06:00,Tier-2 CSIRT,INC-2026657,Escalated
ESC-0657,ALT-002590,ANL-009,Discretionary,2026-07-03 20:05:00,Lead Analyst,INC-2026658,Escalated
ESC-0658,ALT-002594,ANL-001,Discretionary,2026-08-30 20:14:00,Lead Analyst,INC-2026659,Escalated
ESC-0659,ALT-002602,ANL-017,Yes,2026-09-09 11:56:00,Tier-2 CSIRT,INC-2026660,Escalated
ESC-0660,ALT-002605,ANL-006,Yes,2026-06-21 01:00:00,Tier-2 CSIRT,INC-2026661,Escalated
ESC-0661,ALT-002607,ANL-005,Discretionary,2026-08-28 09:17:00,Lead Analyst,INC-2026662,Escalated
ESC-0662,ALT-002608,ANL-003,Yes,2026-08-26 13:36:00,Tier-2 CSIRT,INC-2026663,Escalated
ESC-0663,ALT-002619,ANL-016,Discretionary,2026-08-17 07:19:00,Lead Analyst,INC-2026664,Escalated
ESC-0664,ALT-002620,ANL-014,Discretionary,2026-06-20 11:15:00,Lead Analyst,INC-2026665,Escalated
ESC-0665,ALT-002622,ANL-015,Discretionary,2026-06-12 21:54:00,Lead Analyst,INC-2026666,Escalated
ESC-0666,ALT-002624,ANL-018,Yes,2026-08-10 23:44:00,Tier-2 CSIRT,INC-2026667,Escalated
ESC-0667,ALT-002625,ANL-005,Discretionary,2026-06-17 12:17:00,Lead Analyst,INC-2026668,Escalated
ESC-0668,ALT-002627,ANL-021,Discretionary,2026-08-11 10:50:00,Lead Analyst,INC-2026669,Escalated
ESC-0669,ALT-002631,ANL-018,Discretionary,2026-09-10 03:15:00,Lead Analyst,INC-2026670,Escalated
ESC-0670,ALT-002634,ANL-008,Discretionary,2026-07-14 02:58:00,Lead Analyst,INC-2026671,Escalated
ESC-0671,ALT-002639,ANL-018,Yes,2026-08-29 12:55:00,Tier-2 CSIRT,INC-2026672,Escalated
ESC-0672,ALT-002645,ANL-007,Discretionary,2026-06-15 05:33:00,Lead Analyst,INC-2026673,Escalated
ESC-0673,ALT-002649,ANL-018,Yes,2026-06-26 11:53:00,Tier-2 CSIRT,INC-2026674,Escalated
ESC-0674,ALT-002651,ANL-021,Yes,2026-08-05 21:34:00,Tier-2 CSIRT,INC-2026675,Escalated
ESC-0675,ALT-002656,ANL-006,Yes,2026-08-13 22:51:00,Tier-2 CSIRT,INC-2026676,Escalated
ESC-0676,ALT-002657,ANL-003,Yes,2026-07-02 04:21:00,Tier-2 CSIRT,INC-2026677,Escalated
ESC-0677,ALT-002659,ANL-007,Discretionary,2026-06-24 08:09:00,Lead Analyst,INC-2026678,Escalated
ESC-0678,ALT-002666,ANL-015,Yes,2026-09-06 07:52:00,Tier-2 CSIRT,INC-2026679,Escalated
ESC-0679,ALT-002669,ANL-009,Yes,2026-09-09 14:21:00,Tier-2 CSIRT,INC-2026680,Escalated
ESC-0680,ALT-002671,ANL-015,Discretionary,2026-09-10 04:06:00,Lead Analyst,INC-2026681,Escalated
ESC-0681,ALT-002677,ANL-016,Discretionary,2026-06-30 08:45:00,Lead Analyst,INC-2026682,Escalated
ESC-0682,ALT-002678,ANL-013,Yes,2026-07-12 18:48:00,Tier-2 CSIRT,INC-2026683,Escalated
ESC-0683,ALT-002695,ANL-003,Yes,2026-06-28 17:13:00,Tier-2 CSIRT,INC-2026684,Escalated
ESC-0684,ALT-002696,ANL-009,Yes,2026-07-02 03:57:00,Tier-2 CSIRT,INC-2026685,Escalated
ESC-0685,ALT-002718,ANL-010,Yes,2026-08-17 04:10:00,Tier-2 CSIRT,INC-2026686,Escalated
ESC-0686,ALT-002723,ANL-021,Discretionary,2026-06-17 10:41:00,Lead Analyst,INC-2026687,Escalated
ESC-0687,ALT-002724,ANL-008,Discretionary,2026-06-28 08:25:00,Lead Analyst,INC-2026688,Escalated
ESC-0688,ALT-002725,ANL-022,Yes,2026-07-11 03:30:00,Tier-2 CSIRT,INC-2026689,Escalated
ESC-0689,ALT-002726,ANL-010,Discretionary,2026-07-31 15:19:00,Lead Analyst,INC-2026690,Escalated
ESC-0690,ALT-002730,ANL-017,Discretionary,2026-06-28 18:10:00,Lead Analyst,INC-2026691,Escalated
ESC-0691,ALT-002737,ANL-007,Discretionary,2026-06-17 11:00:00,Lead Analyst,INC-2026692,Escalated
ESC-0692,ALT-002738,ANL-020,Yes,2026-07-27 09:38:00,Tier-2 CSIRT,INC-2026693,Escalated
ESC-0693,ALT-002740,ANL-001,Yes,2026-08-12 00:35:00,Tier-2 CSIRT,INC-2026694,Escalated
ESC-0694,ALT-002745,ANL-011,Yes,2026-08-05 05:15:00,Tier-2 CSIRT,INC-2026695,Escalated
ESC-0695,ALT-002746,ANL-021,Yes,2026-06-28 12:04:00,Tier-2 CSIRT,INC-2026696,Escalated
ESC-0696,ALT-002754,ANL-018,Yes,2026-07-11 00:18:00,Tier-2 CSIRT,INC-2026697,Escalated
ESC-0697,ALT-002757,ANL-002,Yes,2026-08-17 09:00:00,Tier-2 CSIRT,INC-2026698,Escalated
ESC-0698,ALT-002764,ANL-002,Yes,2026-08-17 23:59:00,Tier-2 CSIRT,INC-2026699,Escalated
