investigation_id,alert_id,analyst_id,started_at,closed_at,investigation_duration,investigation_notes,evidence_count,artifacts_collected,closure_reason,escalated
INV-05882,ALT-009857,ANL-042,2026-08-14 08:55:00,2026-08-14 08:55:54,0.9,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-05883,ALT-009858,ANL-042,2026-08-11 19:53:00,2026-08-11 19:53:42,0.7,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-05884,ALT-009861,ANL-054,2026-08-12 19:54:00,2026-08-12 19:55:24,1.4,"Closed per quick check. False alarm.",1,0,Dismissed - Routine,No
INV-05885,ALT-009862,ANL-054,2026-09-02 03:28:00,2026-09-02 03:29:06,1.1,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-05886,ALT-009863,ANL-050,2026-07-01 15:38:00,2026-07-01 15:39:54,1.9,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-05887,ALT-009864,ANL-048,2026-06-13 11:54:00,2026-06-13 11:54:48,0.8,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-05888,ALT-009865,ANL-051,2026-08-12 10:25:00,2026-08-12 10:26:42,1.7,"Closed per quick check. False alarm.",1,0,Dismissed - Routine,No
INV-05889,ALT-009866,ANL-041,2026-07-27 06:24:00,2026-07-27 06:25:12,1.2,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-05890,ALT-009868,ANL-051,2026-07-19 18:16:00,2026-07-19 18:17:54,1.9,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-05891,ALT-009869,ANL-044,2026-07-19 17:45:00,2026-07-19 17:45:36,0.6,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-05892,ALT-009870,ANL-054,2026-08-14 20:09:00,2026-08-14 20:11:00,2.0,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-05893,ALT-009872,ANL-055,2026-06-22 01:43:00,2026-06-22 01:44:48,1.8,"Cleared after quick glance. No anomaly.",1,0,Dismissed - Routine,No
INV-05894,ALT-009873,ANL-052,2026-07-21 19:59:00,2026-07-21 20:00:06,1.1,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-05895,ALT-009876,ANL-053,2026-08-18 00:10:00,2026-08-18 00:11:18,1.3,"Closed per quick check. False alarm.",1,0,Dismissed - Routine,No
INV-05896,ALT-009878,ANL-041,2026-08-16 14:12:00,2026-08-16 14:14:06,2.1,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-05897,ALT-009879,ANL-044,2026-08-15 12:29:00,2026-08-15 12:31:12,2.2,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-05898,ALT-009880,ANL-051,2026-07-13 00:37:00,2026-07-13 00:38:36,1.6,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-05899,ALT-009881,ANL-041,2026-08-20 00:38:00,2026-08-20 00:39:48,1.8,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-05900,ALT-009883,ANL-041,2026-08-26 04:28:00,2026-08-26 04:30:00,2.0,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-05901,ALT-009884,ANL-052,2026-06-22 20:04:00,2026-06-22 20:04:48,0.8,"Brief review. Whitelisted activity.",1,0,Dismissed - Routine,No
INV-05902,ALT-009885,ANL-042,2026-07-27 15:01:00,2026-07-27 15:02:12,1.2,"Closed per quick check. False alarm.",1,0,Dismissed - Routine,No
INV-05903,ALT-009886,ANL-054,2026-09-05 19:51:00,2026-09-05 19:53:00,2.0,"Closed per quick check. False alarm.",1,0,Dismissed - Routine,No
INV-05904,ALT-009887,ANL-046,2026-06-16 19:33:00,2026-06-16 19:34:18,1.3,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-05905,ALT-009888,ANL-052,2026-06-29 12:21:00,2026-06-29 12:22:12,1.2,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-05906,ALT-009889,ANL-053,2026-08-26 15:20:00,2026-08-26 15:22:06,2.1,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-05907,ALT-009890,ANL-045,2026-08-08 00:29:00,2026-08-08 00:29:54,0.9,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-05908,ALT-009891,ANL-053,2026-08-24 06:05:00,2026-08-24 06:06:54,1.9,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-05909,ALT-009892,ANL-053,2026-08-24 23:59:00,2026-08-25 00:00:18,1.3,"Brief review. Whitelisted activity.",1,0,Dismissed - Routine,No
INV-05910,ALT-009893,ANL-041,2026-08-20 05:23:00,2026-08-20 05:24:06,1.1,"Cleared after quick glance. No anomaly.",1,0,Dismissed - Routine,No
INV-05911,ALT-009897,ANL-055,2026-08-23 07:05:00,2026-08-23 07:07:12,2.2,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-05912,ALT-009898,ANL-053,2026-07-10 02:34:00,2026-07-10 02:36:12,2.2,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-05913,ALT-009900,ANL-041,2026-06-25 20:49:00,2026-06-25 20:50:18,1.3,"Closed per quick check. False alarm.",1,0,Dismissed - Routine,No
INV-05914,ALT-009906,ANL-041,2026-07-16 19:03:00,2026-07-16 19:03:48,0.8,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-05915,ALT-009908,ANL-045,2026-07-04 10:14:00,2026-07-04 10:15:54,1.9,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-05916,ALT-009909,ANL-044,2026-07-28 13:47:00,2026-07-28 13:49:18,2.3,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-05917,ALT-009911,ANL-053,2026-08-07 11:31:00,2026-08-07 11:32:42,1.7,"Closed per quick check. False alarm.",1,0,Dismissed - Routine,No
INV-05918,ALT-009913,ANL-055,2026-07-05 23:25:00,2026-07-05 23:26:42,1.7,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-05919,ALT-009918,ANL-045,2026-08-01 06:14:00,2026-08-01 06:15:06,1.1,"Brief review. Whitelisted activity.",1,0,Dismissed - Routine,No
INV-05920,ALT-009919,ANL-046,2026-07-17 19:22:00,2026-07-17 19:23:36,1.6,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-05921,ALT-009920,ANL-041,2026-08-05 10:23:00,2026-08-05 10:24:24,1.4,"No threat observed. Dismissed.",1,0,Dismissed - Routine,No
INV-05922,ALT-009922,ANL-042,2026-07-13 23:24:00,2026-07-13 23:24:36,0.6,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-05923,ALT-009925,ANL-045,2026-09-08 21:45:00,2026-09-08 21:46:24,1.4,"Brief review. Whitelisted activity.",1,0,Dismissed - Routine,No
INV-05924,ALT-009926,ANL-043,2026-08-04 08:01:00,2026-08-04 08:02:24,1.4,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-05925,ALT-009927,ANL-041,2026-08-14 22:14:00,2026-08-14 22:15:30,1.5,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-05926,ALT-009928,ANL-051,2026-07-18 21:42:00,2026-07-18 21:43:18,1.3,"Closed per quick check. False alarm.",1,0,Dismissed - Routine,No
INV-05927,ALT-009930,ANL-053,2026-08-09 20:54:00,2026-08-09 20:56:12,2.2,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-05928,ALT-009932,ANL-041,2026-09-04 19:38:00,2026-09-04 19:40:18,2.3,"Cleared after quick glance. No anomaly.",1,0,Dismissed - Routine,No
INV-05929,ALT-009933,ANL-050,2026-08-21 20:08:00,2026-08-21 20:08:54,0.9,"Cleared after quick glance. No anomaly.",1,0,Dismissed - Routine,No
INV-05930,ALT-009935,ANL-053,2026-09-02 10:36:00,2026-09-02 10:36:42,0.7,"No threat observed. Dismissed.",1,0,Dismissed - Routine,No
INV-05931,ALT-009937,ANL-052,2026-09-05 15:26:00,2026-09-05 15:26:42,0.7,"Brief review. Whitelisted activity.",1,0,Dismissed - Routine,No
INV-05932,ALT-009938,ANL-046,2026-07-26 10:06:00,2026-07-26 10:08:24,2.4,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-05933,ALT-009940,ANL-048,2026-07-12 12:07:00,2026-07-12 12:08:24,1.4,"Brief review. Whitelisted activity.",1,0,Dismissed - Routine,No
INV-05934,ALT-009941,ANL-047,2026-09-04 23:49:00,2026-09-04 23:50:24,1.4,"Closed per quick check. False alarm.",1,0,Dismissed - Routine,No
INV-05935,ALT-009942,ANL-049,2026-06-21 01:57:00,2026-06-21 01:57:54,0.9,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-05936,ALT-009943,ANL-045,2026-08-31 20:38:00,2026-08-31 20:39:18,1.3,"Cleared after quick glance. No anomaly.",1,0,Dismissed - Routine,No
INV-05937,ALT-009944,ANL-055,2026-08-25 12:11:00,2026-08-25 12:13:24,2.4,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-05938,ALT-009946,ANL-044,2026-07-23 15:38:00,2026-07-23 15:38:42,0.7,"Cleared after quick glance. No anomaly.",1,0,Dismissed - Routine,No
INV-05939,ALT-009947,ANL-054,2026-07-29 22:52:00,2026-07-29 22:53:36,1.6,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-05940,ALT-009948,ANL-047,2026-08-21 01:29:00,2026-08-21 01:30:12,1.2,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-05941,ALT-009949,ANL-047,2026-07-02 10:37:00,2026-07-02 10:38:42,1.7,"Brief review. Whitelisted activity.",1,0,Dismissed - Routine,No
INV-05942,ALT-009950,ANL-053,2026-08-20 09:06:00,2026-08-20 09:06:54,0.9,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-05943,ALT-009951,ANL-049,2026-07-11 00:22:00,2026-07-11 00:24:00,2.0,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-05944,ALT-009952,ANL-041,2026-07-30 11:00:00,2026-07-30 11:02:00,2.0,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-05945,ALT-009956,ANL-053,2026-06-23 19:52:00,2026-06-23 19:54:06,2.1,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-05946,ALT-009957,ANL-055,2026-07-09 23:25:00,2026-07-09 23:25:54,0.9,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-05947,ALT-009959,ANL-049,2026-08-20 07:13:00,2026-08-20 07:15:18,2.3,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-05948,ALT-009960,ANL-047,2026-06-27 13:43:00,2026-06-27 13:44:06,1.1,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-05949,ALT-009961,ANL-050,2026-07-01 16:45:00,2026-07-01 16:47:12,2.2,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-05950,ALT-009963,ANL-049,2026-07-21 02:32:00,2026-07-21 02:33:00,1.0,"No threat observed. Dismissed.",1,0,Dismissed - Routine,No
INV-05951,ALT-009964,ANL-043,2026-07-24 02:05:00,2026-07-24 02:06:24,1.4,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-05952,ALT-009965,ANL-048,2026-07-30 12:54:00,2026-07-30 12:54:48,0.8,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-05953,ALT-009966,ANL-043,2026-07-03 14:22:00,2026-07-03 14:23:18,1.3,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-05954,ALT-009967,ANL-051,2026-08-09 16:41:00,2026-08-09 16:42:06,1.1,"Cleared after quick glance. No anomaly.",1,0,Dismissed - Routine,No
INV-05955,ALT-009968,ANL-050,2026-08-22 06:43:00,2026-08-22 06:45:06,2.1,"Brief review. Whitelisted activity.",1,0,Dismissed - Routine,No
INV-05956,ALT-009969,ANL-042,2026-06-24 14:29:00,2026-06-24 14:31:18,2.3,"No threat observed. Dismissed.",1,0,Dismissed - Routine,No
INV-05957,ALT-009970,ANL-043,2026-07-26 05:27:00,2026-07-26 05:28:00,1.0,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-05958,ALT-009972,ANL-042,2026-08-05 05:22:00,2026-08-05 05:23:36,1.6,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-05959,ALT-009973,ANL-041,2026-06-27 00:58:00,2026-06-27 01:00:24,2.4,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-05960,ALT-009974,ANL-054,2026-07-30 13:18:00,2026-07-30 13:18:48,0.8,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-05961,ALT-009975,ANL-052,2026-07-01 23:36:00,2026-07-01 23:38:00,2.0,"Brief review. Whitelisted activity.",1,0,Dismissed - Routine,No
INV-05962,ALT-009976,ANL-054,2026-07-27 03:17:00,2026-07-27 03:18:42,1.7,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-05963,ALT-009979,ANL-054,2026-08-19 13:52:00,2026-08-19 13:53:30,1.5,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-05964,ALT-009980,ANL-041,2026-08-30 09:39:00,2026-08-30 09:41:12,2.2,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-05965,ALT-009982,ANL-045,2026-06-29 19:35:00,2026-06-29 19:37:18,2.3,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-05966,ALT-009983,ANL-051,2026-07-22 01:13:00,2026-07-22 01:14:30,1.5,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-05967,ALT-009984,ANL-050,2026-06-18 19:28:00,2026-06-18 19:29:30,1.5,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-05968,ALT-009986,ANL-045,2026-07-12 20:39:00,2026-07-12 20:40:36,1.6,"Cleared after quick glance. No anomaly.",1,0,Dismissed - Routine,No
INV-05969,ALT-009987,ANL-052,2026-06-22 17:18:00,2026-06-22 17:20:06,2.1,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-05970,ALT-009988,ANL-049,2026-08-07 15:27:00,2026-08-07 15:28:06,1.1,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-05971,ALT-009989,ANL-048,2026-07-29 15:10:00,2026-07-29 15:11:18,1.3,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-05972,ALT-009992,ANL-050,2026-07-23 12:47:00,2026-07-23 12:47:48,0.8,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-05973,ALT-009993,ANL-046,2026-08-13 23:33:00,2026-08-13 23:34:54,1.9,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-05974,ALT-009994,ANL-048,2026-08-22 11:45:00,2026-08-22 11:47:12,2.2,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-05975,ALT-009998,ANL-047,2026-07-14 11:03:00,2026-07-14 11:04:42,1.7,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-05976,ALT-009999,ANL-052,2026-06-23 12:11:00,2026-06-23 12:13:06,2.1,"Closed per quick check. False alarm.",1,0,Dismissed - Routine,No
INV-05977,ALT-010001,ANL-041,2026-07-22 12:05:00,2026-07-22 12:06:12,1.2,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-05978,ALT-010003,ANL-052,2026-09-01 21:14:00,2026-09-01 21:16:00,2.0,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-05979,ALT-010005,ANL-044,2026-07-15 18:39:00,2026-07-15 18:41:12,2.2,"Cleared after quick glance. No anomaly.",1,0,Dismissed - Routine,No
INV-05980,ALT-010006,ANL-043,2026-07-11 08:05:00,2026-07-11 08:07:12,2.2,"Brief review. Whitelisted activity.",1,0,Dismissed - Routine,No
INV-05981,ALT-010009,ANL-041,2026-07-05 08:14:00,2026-07-05 08:15:54,1.9,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-05982,ALT-010014,ANL-046,2026-07-23 10:00:00,2026-07-23 10:01:12,1.2,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-05983,ALT-010015,ANL-051,2026-08-26 10:48:00,2026-08-26 10:50:06,2.1,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-05984,ALT-010017,ANL-052,2026-09-06 06:06:00,2026-09-06 06:08:00,2.0,"Brief review. Whitelisted activity.",1,0,Dismissed - Routine,No
INV-05985,ALT-010018,ANL-044,2026-07-27 14:47:00,2026-07-27 14:47:54,0.9,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-05986,ALT-010021,ANL-054,2026-07-12 05:31:00,2026-07-12 05:33:00,2.0,"Cleared after quick glance. No anomaly.",1,0,Dismissed - Routine,No
INV-05987,ALT-010022,ANL-047,2026-07-01 21:15:00,2026-07-01 21:17:12,2.2,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-05988,ALT-010024,ANL-043,2026-08-31 09:51:00,2026-08-31 09:52:00,1.0,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-05989,ALT-010031,ANL-041,2026-08-11 08:56:00,2026-08-11 08:57:12,1.2,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-05990,ALT-010032,ANL-053,2026-09-06 07:57:00,2026-09-06 07:58:42,1.7,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-05991,ALT-010033,ANL-042,2026-08-20 11:44:00,2026-08-20 11:45:42,1.7,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-05992,ALT-010034,ANL-051,2026-09-01 23:12:00,2026-09-01 23:13:06,1.1,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-05993,ALT-010035,ANL-044,2026-08-17 09:48:00,2026-08-17 09:48:48,0.8,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-05994,ALT-010036,ANL-046,2026-08-16 19:03:00,2026-08-16 19:05:00,2.0,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-05995,ALT-010037,ANL-046,2026-08-23 05:32:00,2026-08-23 05:32:36,0.6,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-05996,ALT-010039,ANL-049,2026-08-09 02:23:00,2026-08-09 02:25:18,2.3,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-05997,ALT-010040,ANL-042,2026-07-31 13:49:00,2026-07-31 13:51:18,2.3,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-05998,ALT-010041,ANL-042,2026-08-16 17:43:00,2026-08-16 17:44:12,1.2,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-05999,ALT-010045,ANL-049,2026-08-21 02:19:00,2026-08-21 02:20:06,1.1,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-06000,ALT-010047,ANL-052,2026-07-10 12:57:00,2026-07-10 12:58:06,1.1,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-06001,ALT-010048,ANL-049,2026-06-25 19:57:00,2026-06-25 19:58:00,1.0,"Cleared after quick glance. No anomaly.",1,0,Dismissed - Routine,No
INV-06002,ALT-010049,ANL-052,2026-08-29 08:51:00,2026-08-29 08:51:48,0.8,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-06003,ALT-010050,ANL-051,2026-07-14 10:54:00,2026-07-14 10:55:24,1.4,"Cleared after quick glance. No anomaly.",1,0,Dismissed - Routine,No
INV-06004,ALT-010051,ANL-054,2026-07-18 19:22:00,2026-07-18 19:23:00,1.0,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-06005,ALT-010052,ANL-046,2026-09-07 16:51:00,2026-09-07 16:51:42,0.7,"Closed per quick check. False alarm.",1,0,Dismissed - Routine,No
INV-06006,ALT-010053,ANL-055,2026-07-07 04:29:00,2026-07-07 04:31:12,2.2,"Cleared after quick glance. No anomaly.",1,0,Dismissed - Routine,No
INV-06007,ALT-010054,ANL-055,2026-08-14 14:48:00,2026-08-14 14:49:18,1.3,"No threat observed. Dismissed.",1,0,Dismissed - Routine,No
INV-06008,ALT-010055,ANL-043,2026-09-06 20:06:00,2026-09-06 20:08:12,2.2,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-06009,ALT-010056,ANL-048,2026-09-01 11:31:00,2026-09-01 11:31:48,0.8,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-06010,ALT-010057,ANL-052,2026-07-14 04:58:00,2026-07-14 04:59:48,1.8,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-06011,ALT-010061,ANL-043,2026-07-29 17:58:00,2026-07-29 17:59:48,1.8,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-06012,ALT-010062,ANL-043,2026-06-18 23:09:00,2026-06-18 23:11:12,2.2,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-06013,ALT-010063,ANL-049,2026-08-13 15:03:00,2026-08-13 15:05:12,2.2,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-06014,ALT-010067,ANL-042,2026-08-05 06:52:00,2026-08-05 06:54:06,2.1,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-06015,ALT-010068,ANL-046,2026-08-31 19:13:00,2026-08-31 19:14:18,1.3,"Cleared after quick glance. No anomaly.",1,0,Dismissed - Routine,No
INV-06016,ALT-010069,ANL-048,2026-06-25 16:41:00,2026-06-25 16:42:30,1.5,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-06017,ALT-010070,ANL-046,2026-08-29 21:56:00,2026-08-29 21:58:06,2.1,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-06018,ALT-010072,ANL-050,2026-07-31 03:20:00,2026-07-31 03:21:06,1.1,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-06019,ALT-010073,ANL-041,2026-06-27 12:51:00,2026-06-27 12:51:36,0.6,"No threat observed. Dismissed.",1,0,Dismissed - Routine,No
INV-06020,ALT-010075,ANL-052,2026-07-08 12:26:00,2026-07-08 12:27:48,1.8,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-06021,ALT-010076,ANL-041,2026-09-04 12:52:00,2026-09-04 12:53:24,1.4,"Cleared after quick glance. No anomaly.",1,0,Dismissed - Routine,No
INV-06022,ALT-010078,ANL-043,2026-08-18 19:48:00,2026-08-18 19:48:48,0.8,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-06023,ALT-010079,ANL-053,2026-07-08 11:46:00,2026-07-08 11:48:24,2.4,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-06024,ALT-010080,ANL-054,2026-08-31 18:30:00,2026-08-31 18:31:30,1.5,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-06025,ALT-010081,ANL-042,2026-06-25 02:48:00,2026-06-25 02:49:30,1.5,"No threat observed. Dismissed.",1,0,Dismissed - Routine,No
INV-06026,ALT-010082,ANL-052,2026-07-12 13:34:00,2026-07-12 13:36:00,2.0,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-06027,ALT-010084,ANL-045,2026-09-10 01:23:00,2026-09-10 01:25:06,2.1,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-06028,ALT-010088,ANL-043,2026-08-01 21:42:00,2026-08-01 21:43:00,1.0,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-06029,ALT-010090,ANL-046,2026-07-11 04:39:00,2026-07-11 04:40:30,1.5,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-06030,ALT-010091,ANL-055,2026-06-25 04:39:00,2026-06-25 04:39:42,0.7,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-06031,ALT-010092,ANL-053,2026-07-12 00:22:00,2026-07-12 00:23:42,1.7,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-06032,ALT-010093,ANL-053,2026-06-20 20:55:00,2026-06-20 20:55:54,0.9,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-06033,ALT-010094,ANL-043,2026-08-29 16:30:00,2026-08-29 16:31:00,1.0,"No threat observed. Dismissed.",1,0,Dismissed - Routine,No
INV-06034,ALT-010095,ANL-055,2026-08-27 17:39:00,2026-08-27 17:40:54,1.9,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-06035,ALT-010096,ANL-053,2026-06-21 22:14:00,2026-06-21 22:15:42,1.7,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-06036,ALT-010098,ANL-055,2026-08-29 06:38:00,2026-08-29 06:39:30,1.5,"No threat observed. Dismissed.",1,0,Dismissed - Routine,No
INV-06037,ALT-010103,ANL-051,2026-07-06 03:11:00,2026-07-06 03:13:12,2.2,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-06038,ALT-010104,ANL-041,2026-09-02 19:14:00,2026-09-02 19:14:48,0.8,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-06039,ALT-010105,ANL-051,2026-07-25 01:48:00,2026-07-25 01:50:12,2.2,"No threat observed. Dismissed.",1,0,Dismissed - Routine,No
INV-06040,ALT-010106,ANL-055,2026-08-26 13:11:00,2026-08-26 13:12:42,1.7,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-06041,ALT-010109,ANL-049,2026-07-21 07:21:00,2026-07-21 07:22:42,1.7,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-06042,ALT-010110,ANL-055,2026-08-27 13:21:00,2026-08-27 13:23:12,2.2,"Brief review. Whitelisted activity.",0,0,Dismissed - Routine,No
INV-06043,ALT-010111,ANL-051,2026-08-05 21:44:00,2026-08-05 21:46:06,2.1,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-06044,ALT-010113,ANL-048,2026-06-27 06:16:00,2026-06-27 06:17:06,1.1,"No threat observed. Dismissed.",0,0,Dismissed - Routine,No
INV-06045,ALT-010114,ANL-052,2026-08-03 03:52:00,2026-08-03 03:53:06,1.1,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-06046,ALT-010117,ANL-046,2026-07-20 01:38:00,2026-07-20 01:40:24,2.4,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-06047,ALT-010118,ANL-055,2026-07-06 10:30:00,2026-07-06 10:31:48,1.8,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-06048,ALT-010119,ANL-051,2026-08-01 02:58:00,2026-08-01 02:59:18,1.3,"No threat observed. Dismissed.",1,0,Dismissed - Routine,No
INV-06049,ALT-010120,ANL-043,2026-08-03 01:16:00,2026-08-03 01:17:48,1.8,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
INV-06050,ALT-010121,ANL-041,2026-06-17 12:48:00,2026-06-17 12:49:06,1.1,"Cleared after quick glance. No anomaly.",0,0,Dismissed - Routine,No
INV-06051,ALT-010122,ANL-043,2026-09-06 16:04:00,2026-09-06 16:06:00,2.0,"Closed per quick check. False alarm.",1,0,Dismissed - Routine,No
INV-06052,ALT-010123,ANL-041,2026-07-24 14:06:00,2026-07-24 14:07:00,1.0,"Closed per quick check. False alarm.",1,0,Dismissed - Routine,No
INV-06053,ALT-010124,ANL-042,2026-07-14 20:07:00,2026-07-14 20:08:30,1.5,"Closed per quick check. False alarm.",0,0,Dismissed - Routine,No
